ID_Publicacion,ID_Publicacion_Padre,ID_Usuario,Usuario_Handle,Plataforma,Tipo_Publicacion,Texto_Publicacion,Hashtags_Usados,Marca_Mencionada,Fecha_Hora_Publicacion,Perfil_Usuario,Antigüedad_Cuenta_Dias,Num_Seguidores_Cuenta,Num_Interacciones,Velocidad_Viralizacion,Contenido_Reciclado,Corroboraciones_Independientes
125,120.0,302,@carlos_oficial,X,Comentario,alguien me explica bien qué fue lo que pasó anoche y cada rato cambia la versión.,,,2026-03-15 02:52:59,Cuenta_Nueva,1.1,9,53.0,4.5,No,0
126,96.0,62,@tomas_,TikTok,Comentario,para que sepan: el ganador de mi ciudad sí recibió el premio sin ningún inconveniente,,,2026-03-15 03:18:19,Anónimo,1442.6,3056,184.0,3.1,No,1
127,,256,@brayan15,X,Post original,"pobre la gente que ganó de verdad el sorteo, ahora todos van a dudar de ellos de verdad",#VerificaAntesDeCompartir,,2026-03-15 01:52:47,Anónimo,2.1,19,87.0,1.4,No,0
128,120.0,88,@carlosmedina,Instagram,Comentario,clásico: pasa algo de madrugada y para el mediodía ya todos tienen opinión sinceramente.,#EvaluandoLaSituacion #VerificaAntesDeCompartir,,2026-03-15 03:05:39,Verificado,857.9,1603,76.0,2.7,No,1
129,99.0,128,@laura99,Instagram,Comentario,"dato: seguí el proceso desde el chat en vivo, a mí se vio transparente",,,2026-03-15 03:03:46,Anónimo,481.6,2773,344.0,1.0,No,3
130,89.0,35,@ricardo_00,X,Comentario,"a mi me da igual, no sigo a Kai pero el trending me tiene aquí leyendo ya en serio",#FakeNews,,2026-03-15 03:57:36,Anónimo,1551.1,1838,45.0,2.5,No,0
131,75.0,173,@mateox,X,Comentario,"yo creo que conozco a alguien que ganó un sorteo anterior de Kai, todo fue legal",,,2026-03-15 04:05:27,Verificado,604.3,958,835.0,7.3,No,5
132,62.0,247,@antonia2020,X,Comentario,"cada quien cree lo que quiere creer, ya nadie mira pruebas de verdad",,,2026-03-15 04:20:52,Verificado,881.8,4732,29.0,1.1,No,1
133,74.0,312,@ricardocun,X,Repost/Cita,esto me recuerda a como diez casos parecidos y eso que apenas empieza el día,#KaiMentiroso #KaiDuarte,,2026-03-15 02:20:53,Anónimo,0.3,171,37.0,0.7,No,0
134,,308,@johanacun,X,Comentario,esto me recuerda a como diez casos parecidos y las marcas ni se han pronunciado bien,#QueDijoKai #YoLeCreoAKai,,2026-03-15 04:10:35,Cuenta_Nueva,4.5,537,72.0,1.3,No,0
135,47.0,91,@cesarramirezcun,TikTok,Comentario,dicen que un influencer chiquito aseguró que tiene pruebas pero no las ha mostrado,,,2026-03-15 03:37:08,Verificado,2835.2,1010,409.0,10.4,Sí (idéntico a publicación de 2023 sobre otro creador),0
136,75.0,19,@gabrielamedina07,Foro anónimo,Comentario,increíble como en una noche esto se salió de control y cada rato cambia la versión.,#EvaluandoLaSituacion #KaiEsInocente,,2026-03-15 04:13:20,Fan_Antiguo,1199.2,4505,56.0,0.5,No,0
137,108.0,256,@brayan15,X,Comentario,circula que una cuenta que no conozco subió una captura que supuestamente confirma todo,#KaiDuarte,,2026-03-15 04:13:17,Anónimo,2.1,19,2457.0,12.2,No,1
138,,217,@natalia,TikTok,Comentario,esto va a ser tendencia todo el día seguro de verdad,#CancelenAKai,,2026-03-15 02:56:47,Anónimo,944.4,1630,79.0,1.6,No,0
139,84.0,140,@cristianramirez_,X,Comentario,"para que sepan: vi la transmisión completa dos veces, no encuentro el corte que muestran",,,2026-03-15 03:45:24,Verificado,853.0,1171,111.0,3.8,No,6
140,89.0,347,@luisarojas_,X,Comentario,"circula que me contaron que alguien del equipo renunció por esto, sin confirmación",#KaiMentiroso,,2026-03-15 04:13:37,Anónimo,10.7,40,417.0,0.1,No,1
141,124.0,244,@harold_uni,TikTok,Comentario,"Yo creo que el clip completo, sin el corte de 14 segundos, cuenta una historia distinta",,,2026-03-15 03:52:35,Fan_Antiguo,681.4,1856,106.0,4.0,Sí (idéntico a publicación de 2023 sobre otro creador),2
142,50.0,388,@despiertaya_820,X,Repost/Cita,"KAI ES CULPABLE, ya hay pruebas, no lo defiendan más #CancelenAKai",#CancelenAKai,,2026-03-15 04:35:27,Bot_Sospechoso,1.3,11277,131.0,28.8,No,0
143,137.0,343,@angie07,X,Comentario,Circula que un influencer chiquito aseguró que tiene pruebas pero no las ha mostrado,,,2026-03-15 04:18:53,Cuenta_Nueva,21.7,613,361.0,14.9,Sí (idéntico a publicación de 2023 sobre otro creador),1
144,140.0,86,@saralopez34,TikTok,Comentario,"esto se puso serio rapidísimo, hace una hora era chisme",#Cancelado #QueDijoKai,,2026-03-15 04:15:28,Verificado,749.9,14859,139.0,2.9,No,0
145,111.0,101,@jorgesalazarbogota,X,Comentario,  dato: un conocido trabaja en el canal y dice que ahí todo queda respaldado   ,,,2026-03-15 04:13:24,Fan_Antiguo,2121.2,2922,19.0,4.3,No,5
146,127.0,19,@gabrielamedina07,X,Comentario,el que suba a defenderlo sin pruebas también me da desconfianza sin exagerar 🤔🤔,,,2026-03-15 03:16:11,Fan_Antiguo,1199.2,4505,29.0,0.4,No,0
147,114.0,268,@viviana_real,Foro anónimo,Comentario,yo creo que nadie de los que participamos notó nada fuera de lo normal esa noche,#JusticiaParaKai #EvaluandoLaSituacion,,2026-03-15 04:21:12,Cuenta_Nueva,10.6,1154,154.0,1.7,No,7
148,66.0,392,@teamkai_498,X,Comentario,"si escuchan el audio completo, Kai está bromeando, no confesando nada",#JusticiaParaKai,,2026-03-15 04:17:26,Cuenta_Nueva,920.5,1235,117.0,5.5,No,3
149,145.0,425,@kaisquad_668,TikTok,Comentario,"Kai lleva años siendo transparente con sus sorteos, esto no cuadra",#JusticiaParaKai,,2026-03-15 04:16:09,Cuenta_Nueva,0.0,102,481.0,0.1,No,4
150,53.0,380,@mvidalteam_435,X,Repost/Cita,"no dejen que borren la evidencia, guarden capturas ya #CancelenAKai",#CancelenAKai,,2026-03-15 03:32:53,Bot_Sospechoso,2.0,67969,62.0,6.3,No,0
151,79.0,263,@claudiavargas22,TikTok,Comentario,Dicen que dicen que hay un audio filtrado completo pero nadie lo ha mostrado,#KaiMentiroso #KaiDuarte,,2026-03-15 04:16:43,Anónimo,6.8,214,314.0,16.5,No,0
152,85.0,335,@manuelapinzon,X,Comentario,esto se siente exactamente igual a lo del año pasado con otro streamer de verdad.,#EvaluandoLaSituacion,,2026-03-15 04:23:09,Cuenta_Nueva,7.0,106,8.0,1.6,No,0
153,136.0,14,@estebanramirez03,Instagram,Repost/Cita,"yo hacía memes de Kai, ahora no sé ni qué publicar y las marcas ni se han pronunciado bien.",#EvaluandoLaSituacion #QueDijoKai,,2026-03-15 04:19:28,Anónimo,281.6,387,67.0,1.5,No,0
154,21.0,107,@tomascastro_,X,Repost/Cita,"todo mundo subiendo teorías, nadie subiendo pruebas y todavía falta que hable Kai.",#KaiDuarte,,2026-03-15 03:55:26,Anónimo,1158.0,1947,134.0,3.7,No,0
155,12.0,199,@mariax,X,Comentario,"para que sepan: conozco a alguien que ganó un sorteo anterior de Kai, todo fue legal",,,2026-03-15 03:20:55,Anónimo,1742.6,13297,201.0,1.7,No,1
156,,116,@carolina_00,Instagram,Comentario,"vi que UrbanKrew sacó un comunicado, muy tibio la verdad",,NovaVolt,2026-03-15 01:43:18,Verificado,985.8,604,25.0,2.1,No,0
157,155.0,198,@kevincastro03,X,Comentario,en mi casa no se habla de otra cosa desde anoche y eso que apenas empieza el día 😳😳,#Cancelado,,2026-03-15 03:36:02,Fan_Antiguo,30.0,1746,32.0,2.9,No,0
158,142.0,155,@monicaalarcon22,TikTok,Comentario,"que fastidio, otra vez cancelando a alguien sin dejarlo hablar la verdad 😭😭",,,2026-03-15 04:40:19,Fan_Antiguo,397.5,1537,16.0,0.1,No,0
159,,10,@carlos_00,X,Repost/Cita,tremendo desorden se armó de la nada anoche otra vez,#QueDijoKai,,2026-03-15 03:44:22,Verificado,974.1,599,36.0,2.9,No,0
160,155.0,296,@johanatv,Instagram,Comentario,si esto resulta ser falso alguien tiene que responder por el daño otra vez,,,2026-03-15 03:27:46,Cuenta_Nueva,10.5,139,52.0,1.4,No,0
161,150.0,164,@wilsonalarcon_oficial,Instagram,Repost/Cita,clásico: pasa algo de madrugada y para el mediodía ya todos tienen opinión 😳,,,2026-03-15 03:34:33,Verificado,656.4,5554,75.0,1.5,No,0
162,142.0,367,@noloocultes_218,X,Repost/Cita,"confirmado, Kai amañó el sorteo, pasen la voz #CancelenAKai",#CancelenAKai,,2026-03-15 04:46:09,Bot_Sospechoso,1.0,4889,201.0,20.8,No,0
163,,445,@DatosClarosCo,X,Post original,"El patrón de creación de cuentas alrededor de este tema es atípico, seguimos documentando.",#VerificaAntesDeCompartir,,2026-03-15 02:41:00,Verificado,2400.0,130000,837.0,5.8,No,2
164,,92,@tatiana_11,X,Comentario,mis amigas y yo llevamos toda la noche hablando de esto otra vez...,#Cancelado,,2026-03-15 03:18:22,Verificado,1064.8,4839,54.0,2.4,No,0
165,132.0,125,@jorge15,Instagram,Descripción de captura,esto habla más de nosotros como internet que de Kai la verdad y nadie sabe ni qué creer,#VerificaAntesDeCompartir #Cancelado,,2026-03-15 04:25:34,Anónimo,30.0,724,127.0,0.1,No,0
166,30.0,61,@juan34,Foro anónimo,Comentario,alguien me explica bien qué fue lo que pasó anoche y nadie sabe ni qué creer 😭,,,2026-03-15 04:22:37,Anónimo,30.0,1023,39.0,2.0,No,0
167,89.0,260,@samuelcun,X,Comentario,"dicen que vi un live reaccionando que desmontó todo, aunque no lo vi completo",,,2026-03-15 03:55:06,Cuenta_Nueva,12.4,486,1095.0,3.4,No,1
168,129.0,39,@tatiana15,Instagram,Comentario,"actualización: seguí el proceso desde el chat en vivo, a mí se vio transparente",,,2026-03-15 03:09:24,Anónimo,1660.6,1149,53.0,5.1,No,2
169,,169,@vivianacruz_00,Instagram,Comentario,la cantidad de cuentas nuevas comentando esto me da mala espina sin exagerar.,#EvaluandoLaSituacion,,2026-03-15 02:24:25,Anónimo,313.8,38563,33.0,0.1,No,1
170,,333,@monicamedinasabana,Foro anónimo,Post original,"esto ya lo vi venir hace rato, algo raro pasaba y nadie sabe ni qué creer",#EvaluandoLaSituacion,,2026-03-15 00:58:44,Anónimo,25.5,724,13.0,3.5,No,0
171,13.0,278,@isabellaalarcon_11,Instagram,Comentario,cada hora aparece un ángulo nuevo de esto y eso que apenas empieza el día...,#KaiDuarte,,2026-03-15 03:16:15,Anónimo,11.2,119,12.0,0.9,No,0
172,115.0,90,@carlos_real,TikTok,Comentario,"yo creo que el proceso del sorteo se hizo con testigos externos, no solo del equipo de Kai",,,2026-03-15 04:07:42,Fan_Antiguo,30.0,249,84.0,1.9,No,1
173,,114,@tomaspinzonsabana,X,Transcripción de audio/video,el que suba a defenderlo sin pruebas también me da desconfianza de verdad 💀,,,2026-03-15 03:29:08,Fan_Antiguo,30.0,1697,21.0,4.1,No,1
174,10.0,261,@camilalopez99,Instagram,Comentario,ojo con esto: circula una lista de pruebas pero ninguna se puede verificar bien,,,2026-03-15 02:42:52,Anónimo,1.5,5573,438.0,14.2,Posible (similar a una publicación anterior),0
175,108.0,202,@melissagomez_11,Instagram,Repost/Cita,"que fastidio, otra vez cancelando a alguien sin dejarlo hablar la verdad.",#YoLeCreoAKai,,2026-03-15 04:21:50,Anónimo,1288.8,466,98.0,3.7,No,0
176,,206,@mateo,TikTok,Post original,"que fastidio, otra vez cancelando a alguien sin dejarlo hablar otra vez",#Cancelado,,2026-03-15 03:46:11,Fan_Antiguo,431.8,2415,43.0,0.1,No,0
177,77.0,153,@tatianalopez_,X,Comentario,no había visto esta cantidad de gente opinando de algo en meses,#KaiDuarte,,2026-03-15 05:00:51,Anónimo,4000.0,5982,26.0,2.6,No,0
178,42.0,349,@jorgecun,X,Comentario,dicen que alguien juró que tiene capturas del chat privado pero nunca las publicó,#CancelenAKai #KaiDuarte,,2026-03-15 03:28:16,Cuenta_Nueva,2.2,337,1946.0,7.1,No,1
179,97.0,79,@isabella15,TikTok,Comentario,"a mi me da igual, no sigo a Kai pero el trending me tiene aquí leyendo y cada rato cambia la versión.",#KaiDuarte,,2026-03-15 03:15:13,Verificado,759.5,2372,36.0,3.6,No,0
180,176.0,117,@estebanlopez98,X,Repost/Cita,"yo hacía memes de Kai, ahora no sé ni qué publicar sinceramente",,,2026-03-15 03:51:50,Verificado,2699.5,522,81.0,1.9,No,0
181,136.0,65,@miguelgomez98,Instagram,Repost/Cita,No había visto esta cantidad de gente opinando de algo en meses ya en serio 💀,#FueraKai #EvaluandoLaSituacion,,2026-03-15 04:18:31,Verificado,736.6,556,44.0,1.6,No,0
182,10.0,277,@yesidcastro,Foro anónimo,Comentario,"me llegó por WhatsApp que Kai sí arregló todo, no tengo la fuente original",#KaiMentiroso,,2026-03-15 02:47:20,Anónimo,23.9,374,528.0,2.5,No,1
183,129.0,278,@isabellaalarcon_11,X,Comentario,"todo mundo subiendo teorías, nadie subiendo pruebas y cada rato cambia la versión",#VerificaAntesDeCompartir,,2026-03-15 03:15:54,Anónimo,11.2,119,245.0,0.4,No,0
184,157.0,9,@yulianasuarez07,TikTok,Comentario,el trending de hoy tenía que ser esto obviamente sinceramente 💀,#QueDijoKai,,2026-03-15 03:39:01,Fan_Antiguo,511.7,4216,89.0,2.8,No,0
185,130.0,209,@isabellamoreno99,X,Comentario,si esto no se aclara hoy se va a armar una novela de meses otra vez,#Cancelado,,2026-03-15 04:14:03,Fan_Antiguo,30.0,659,33.0,3.1,No,0
186,151.0,263,@claudiavargas22,Foro anónimo,Comentario,ojo con esto: supuestamente el ganador real habló pero borró el mensaje rapidísimo,#KaiMentiroso,,2026-03-15 04:25:08,Anónimo,6.8,214,126.0,16.0,No,0
187,137.0,107,@tomascastro_,Foro anónimo,Comentario,yo sigo esperando que Kai diga algo y cada rato cambia la versión,#Cancelado #CancelenAKai,,2026-03-15 04:15:00,Anónimo,1158.0,1947,10.0,3.3,No,0
188,120.0,68,@gabriela99,X,Comentario,esto habla más de nosotros como internet que de Kai la verdad y cada rato cambia la versión 😳,#KaiMentiroso,,2026-03-15 03:00:27,Verificado,1575.7,29670,40.0,2.9,No,1
189,,292,@valentinasuarez_real,X,Post original,el que suba a defenderlo sin pruebas también me da desconfianza ya en serio,#EvaluandoLaSituacion,,2026-03-15 03:10:52,Anónimo,6.5,446,57.0,3.5,No,0
190,162.0,368,@apoyomateo_446,TikTok,Repost/Cita,"COMPARTAN esto antes de que lo borren, la verdad sobre Kai #CancelenAKai",#CancelenAKai,,2026-03-15 04:54:14,Bot_Sospechoso,0.6,35057,143.0,8.4,No,4
191,153.0,48,@yulianapardo_col,X,Comentario,Cada hora aparece un ángulo nuevo de esto sin exagerar,,,2026-03-15 04:27:10,Fan_Antiguo,1261.8,5372,54.0,0.1,No,3
192,124.0,321,@antonianino_11,TikTok,Comentario,"actualización: el clip completo, sin el corte de 14 segundos, cuenta una historia distinta",,,2026-03-15 03:56:39,Cuenta_Nueva,4.7,191,483.0,2.4,No,5
193,189.0,262,@oscarpinzon,TikTok,Transcripción de audio/video,increíble como en una noche esto se salió de control ya en serio,,,2026-03-15 03:12:15,Cuenta_Nueva,0.2,142,34.0,0.9,No,0
194,193.0,227,@fabian03,TikTok,Comentario,yo sigo esperando que Kai diga algo de verdad 🤔🤔,#QueDijoKai,,2026-03-15 03:30:50,Anónimo,865.1,645,22.0,1.1,No,1
195,,264,@monica2020,TikTok,Repost/Cita,si esto resulta ser falso alguien tiene que responder por el daño y eso que apenas empieza el día,#QueDijoKai,,2026-03-15 04:02:21,Cuenta_Nueva,19.1,11,67.0,1.2,No,0
196,79.0,406,@porsiempreKai_824,X,Comentario,"eso que están pasando como prueba nueva es de un caso viejo, no es de ahora",#JusticiaParaKai,,2026-03-15 04:12:36,Anónimo,0.0,1311,187.0,23.8,No,2
197,,249,@daniela15,X,Comentario,mis amigas y yo llevamos toda la noche hablando de esto y nadie sabe ni qué creer,#EvaluandoLaSituacion #KaiDuarte,,2026-03-15 03:30:32,Anónimo,1073.8,27330,147.0,1.2,No,1
198,83.0,197,@felipesuarezbogota,X,Comentario,yo vine a leer los comentarios que siempre son mejores que la noticia y eso que apenas empieza el día...,#FueraKai,,2026-03-15 04:29:01,Fan_Antiguo,1413.3,5993,40.0,1.3,No,0
199,190.0,352,@noloocultes_989,X,Repost/Cita,"KAI ES CULPABLE, ya hay pruebas, no lo defiendan más #CancelenAKai",#CancelenAKai,,2026-03-15 04:58:01,Bot_Sospechoso,2.1,11157,44.0,29.5,No,0
200,178.0,11,@sebastianpinzon,TikTok,Comentario,no había visto esta cantidad de gente opinando de algo en meses y eso que apenas empieza el día,,,2026-03-15 03:28:37,Verificado,1127.4,5125,44.0,2.1,No,0
201,149.0,222,@fabian07,Instagram,Descripción de captura,yo vine a leer los comentarios que siempre son mejores que la noticia ya en serio,,,2026-03-15 04:16:43,Verificado,519.2,3479,118.0,1.3,No,0
202,171.0,23,@valentinacardenasco,X,Comentario,"pobre la gente que ganó de verdad el sorteo, ahora todos van a dudar de ellos de verdad",#EvaluandoLaSituacion #FakeNews,,2026-03-15 03:32:34,Anónimo,437.3,376,403.0,0.4,No,1
203,61.0,370,@mvidalteam_340,X,Repost/Cita,"KAI ES CULPABLE, ya hay pruebas, no lo defiendan más #CancelenAKai",#CancelenAKai,,2026-03-15 04:09:58,Bot_Sospechoso,0.0,21752,244.0,11.1,No,0
204,,143,@johanaleon2020,X,Post original,alguien me explica bien qué fue lo que pasó anoche,#QueDijoKai #CancelenAKai,,2026-03-15 03:36:06,Verificado,1114.5,52359,23.0,1.5,No,1
205,94.0,199,@mariax,Instagram,Comentario,PulsoTech debería esperar los resultados antes de tomar una decisión así de grande,#CancelenAKai,UrbanKrew,2026-03-15 03:35:47,Anónimo,1742.6,13297,304.0,0.1,No,0
206,102.0,268,@viviana_real,TikTok,Repost/Cita,"  esto ya lo vi venir hace rato, algo raro pasaba y las marcas ni se han pronunciado bien   ",#KaiDuarte,,2026-03-15 03:40:42,Cuenta_Nueva,10.6,1154,30.0,3.7,No,0
207,179.0,343,@angie07,Instagram,Comentario,"yo hacía memes de Kai, ahora no sé ni qué publicar sinceramente.",,,2026-03-15 03:18:27,Cuenta_Nueva,21.7,613,9.0,1.9,No,0
208,163.0,53,@paula2020,X,Comentario,"dato: el proceso del sorteo se hizo con testigos externos, no solo del equipo de Kai",#QueDijoKai,,2026-03-15 02:45:01,Anónimo,1368.8,5929,50.0,2.7,No,4
209,83.0,120,@sara_real,TikTok,Comentario,"a mi me da igual, no sigo a Kai pero el trending me tiene aquí leyendo otra vez 😳😳",,,2026-03-15 04:22:32,Fan_Antiguo,30.0,618,102.0,2.6,No,0
210,59.0,231,@hectorcun,Instagram,Comentario,"dato: vi la transmisión completa dos veces, no encuentro el corte que muestran",#KaiEsInocente #KaiDuarte,,2026-03-15 04:08:10,Verificado,30.0,2665,1139.0,6.1,No,0
211,53.0,237,@fabianvargas07,Foro anónimo,Comentario,"pobre la gente que ganó de verdad el sorteo, ahora todos van a dudar de ellos sin exagerar",,,2026-03-15 03:46:44,Verificado,1530.9,6462,9.0,3.4,No,0
212,56.0,115,@claudiasabana,Instagram,Descripción de captura,"UrbanKrew lleva media hora sin responder nada, mal ahí",,PulsoTech,2026-03-15 03:53:10,Fan_Antiguo,638.0,12316,55.0,1.6,No,2
213,150.0,316,@andres03,X,Comentario,dicen que circula el rumor de que hay más pruebas guardadas para después,#CancelenAKai,,2026-03-15 04:02:08,Anónimo,20.3,898,564.0,13.8,No,1
214,159.0,422,@fansdekai_516,TikTok,Comentario,el recorte de 14 segundos le quita todo el contexto a lo que dijo,#JusticiaParaKai,,2026-03-15 03:51:15,Fan_Antiguo,0.0,5313,139.0,3.2,No,1
215,203.0,400,@kaisquad_990,Instagram,Comentario,el recorte de 14 segundos le quita todo el contexto a lo que dijo,#JusticiaParaKai,,2026-03-15 04:19:02,Anónimo,1492.2,3301,52.0,9.2,No,1
216,177.0,171,@cesar07,TikTok,Comentario,"honestamente, tengo un conocido que trabajó en la producción, dice que todo estuvo en orden",#KaiEsInocente,,2026-03-15 05:15:04,Verificado,1687.8,6372,82.0,4.4,No,3
217,177.0,79,@isabella15,Foro anónimo,Comentario,"cada rato sale un testigo nuevo, esto ya parece novela de verdad",,,2026-03-15 05:02:01,Verificado,759.5,2372,31.0,1.3,No,1
218,111.0,347,@luisarojas_,Instagram,Comentario,ojo con esto: circula una lista de pruebas pero ninguna se puede verificar bien,#CancelenAKai,,2026-03-15 04:16:02,Anónimo,10.7,40,398.0,2.2,No,0
219,135.0,317,@felipelopez22,X,Comentario,tremendo desorden se armó de la nada anoche y eso que apenas empieza el día,#EvaluandoLaSituacion #QueDijoKai,,2026-03-15 04:10:38,Cuenta_Nueva,0.5,30,63.0,0.2,No,0
220,,17,@ricardo_ug,TikTok,Post original,el que suba a defenderlo sin pruebas también me da desconfianza otra vez,#QueDijoKai #KaiDuarte,,2026-03-15 04:07:42,Anónimo,30.0,6602,45.0,2.1,No,0
221,,327,@yuliana07,TikTok,Post original,dejen a la gente en paz hasta que se sepa la verdad y todavía falta que hable Kai,#KaiDuarte,,2026-03-15 00:31:50,Cuenta_Nueva,14.7,52,148.0,0.2,No,0
222,112.0,403,@teamkai_304,Instagram,Comentario,"Kai lleva años siendo transparente con sus sorteos, esto no cuadra",#JusticiaParaKai,,2026-03-15 04:11:02,Anónimo,805.1,110,1172.0,0.1,No,0
223,52.0,193,@tatiana,X,Comentario,"dato: el proceso del sorteo se hizo con testigos externos, no solo del equipo de Kai",,,2026-03-15 03:53:29,Anónimo,486.5,1215,431.0,3.2,No,1
224,80.0,325,@felipe98,TikTok,Transcripción de audio/video,si UrbanKrew no rompe el contrato hoy yo dejo de comprarles,#Cancelado,PulsoTech,2026-03-15 04:37:42,Anónimo,4.6,84,99.0,1.9,No,0
225,,43,@cesarmoreno,TikTok,Descripción de captura,@NovaVolt ustedes ya sabían de esto o no? necesitamos que hablen,#Cancelado #CancelenAKai,NovaVolt,2026-03-15 01:19:50,Anónimo,399.3,2727,20.0,1.4,No,0
